categoria,tamanio,tipo,precio,clasificacion,genero,v_android,calificacion
7,20.0,1,0.0,1,10,6,4.4
7,29.0,1,0.0,1,10,6,4.4
7,0.0,1,0.0,1,10,9,4.0
7,0.0,1,0.0,1,10,9,4.5
7,11.0,1,0.0,1,10,6,4.4
7,0.0,1,0.0,1,10,9,4.1
7,17.0,1,0.0,1,10,1,4.2
7,17.0,1,0.0,1,10,6,4.5
7,0.0,1,0.0,1,10,9,4.3
7,0.0,1,0.0,1,10,9,4.5
7,0.118,1,0.0,1,10,4,4.0
7,0.0,1,0.0,1,10,9,4.3
7,16.0,1,0.0,1,10,3,4.3
7,5.1,1,0.0,1,10,1,4.2
7,0.0,1,0.0,1,10,9,4.5
7,44.0,1,0.0,1,10,6,4.6
7,7.3,1,0.0,1,10,6,4.1
7,30.0,1,0.0,1,10,11,4.0
7,0.695,1,0.0,1,10,19,4.2
7,0.0,1,0.0,1,10,9,4.6
7,1.6,1,0.0,1,10,10,4.1
7,19.0,1,0.0,1,10,7,4.3
7,0.0,1,0.0,1,10,9,4.2
7,0.0,1,0.0,1,10,9,4.3
7,0.0,1,0.0,1,10,9,4.0
7,11.0,1,0.0,1,10,7,4.3
7,0.0,1,0.0,1,10,3,4.2
7,0.0,1,0.0,1,10,9,4.3
7,0.0,1,0.0,1,10,9,4.1
7,0.0,1,0.0,1,10,9,4.2
7,23.0,1,0.0,1,10,8,4.1
7,26.0,1,0.0,1,10,1,4.6
7,0.0,1,0.0,1,10,9,4.3
7,0.0,1,0.0,1,10,9,4.2
7,0.0,1,0.0,1,10,9,4.2
7,0.0,1,0.0,1,10,9,4.3
8,0.0,2,3.99,4,11,6,4.2
8,6.2,2,6.99,1,11,7,2.6
8,17.0,2,7.99,4,11,7,3.5
8,0.0,1,0.0,4,11,9,4.0
8,15.0,1,0.0,4,11,6,4.1
8,0.0,1,0.0,4,11,9,3.7
8,56.0,1,0.0,4,11,6,4.1
8,12.0,1,0.0,4,11,11,4.2
8,11.0,1,0.0,4,11,6,4.5
8,29.0,1,0.0,4,11,6,4.4
8,0.0,1,0.0,4,11,6,4.2
8,40.0,1,0.0,4,11,3,4.0
8,0.0,1,0.0,4,11,9,4.1
8,53.0,1,0.0,4,11,6,3.1
8,3.1,1,0.0,4,11,7,4.4
8,24.0,1,0.0,4,11,3,4.2
8,23.0,1,0.0,4,11,6,4.1
8,5.0,1,0.0,4,11,3,3.9
8,44.0,1,0.0,4,11,6,4.3
8,27.0,1,0.0,4,11,6,4.4
8,6.1,1,0.0,4,11,6,3.5
8,0.0,1,0.0,4,11,9,4.0
8,21.0,1,0.0,4,11,2,3.3
8,11.0,1,0.0,4,11,6,4.5
8,21.0,1,0.0,4,11,6,4.4
8,24.0,1,0.0,4,11,3,4.1
8,31.0,1,0.0,4,11,6,3.9
8,27.0,1,0.0,4,11,3,3.9
8,6.2,1,0.0,4,11,6,3.6
8,0.0,1,0.0,4,11,9,4.0
8,12.0,1,0.0,4,11,1,3.6
8,8.0,1,0.0,4,11,2,3.4
8,5.9,1,0.0,4,11,1,4.2
8,7.9,1,0.0,4,11,1,4.1
8,5.0,1,0.0,4,11,3,3.4
8,1.4,1,0.0,4,11,7,3.0
8,13.0,1,0.0,4,11,6,4.6
8,40.0,1,0.0,4,11,1,4.1
8,13.0,1,0.0,4,11,6,3.9
8,19.0,1,0.0,4,11,11,1.9
8,5.0,1,0.0,4,11,3,3.5
8,19.0,1,0.0,4,11,1,2.5
8,27.0,1,0.0,4,11,6,3.9
8,3.0,1,0.0,4,11,11,3.4
8,13.0,1,0.0,4,11,6,3.5
8,7.2,1,0.0,1,11,7,4.4
8,25.0,1,0.0,4,11,1,3.8
8,0.0,1,0.0,4,11,7,4.2
8,5.7,1,0.0,4,11,6,2.5
8,5.5,1,0.0,2,11,1,2.8
8,0.0,1,0.0,4,11,7,4.1
8,6.5,1,0.0,4,11,1,4.2
8,5.8,1,0.0,4,11,2,3.5
8,0.0,1,0.0,4,11,9,4.3
8,3.8,1,0.0,4,11,6,3.3
8,41.0,1,0.0,4,11,1,4.1
8,7.9,1,0.0,4,11,1,4.2
8,2.8,1,0.0,4,11,11,3.5
8,20.0,1,0.0,4,11,7,4.2
8,15.0,1,0.0,4,11,6,4.4
8,28.0,1,0.0,4,11,6,4.1
8,9.6,1,0.0,4,11,6,4.2
8,13.0,1,0.0,4,11,6,4.3
8,15.0,1,0.0,4,11,6,4.1
8,40.0,1,0.0,4,11,3,4.0
8,56.0,1,0.0,4,11,6,4.1
8,12.0,1,0.0,4,11,11,4.2
8,9.4,1,0.0,4,11,3,3.0
8,29.0,1,0.0,4,11,6,4.4
8,11.0,1,0.0,4,11,6,4.5
8,19.0,1,0.0,4,11,1,2.5
8,23.0,1,0.0,4,11,6,4.1
8,0.0,1,0.0,4,11,6,4.2
8,27.0,1,0.0,4,11,6,4.0
8,0.0,1,0.0,4,11,9,4.1
8,19.0,1,0.0,4,11,11,1.9
8,45.0,1,0.0,4,11,11,3.3
8,21.0,1,0.0,4,11,6,4.4
8,40.0,1,0.0,4,11,1,4.1
8,25.0,1,0.0,4,11,1,3.8
8,15.0,1,0.0,2,11,2,4.1
8,24.0,1,0.0,4,11,3,4.2
8,0.0,1,0.0,4,11,9,4.0
8,11.0,1,0.0,4,11,6,4.5
8,38.0,1,0.0,4,11,2,3.7
8,31.0,1,0.0,4,11,6,3.9
8,6.1,1,0.0,4,11,6,3.5
8,27.0,1,0.0,4,11,6,3.9
8,32.0,1,0.0,4,11,17,4.0
8,13.0,1,0.0,4,11,6,4.6
8,63.0,1,0.0,4,11,1,4.0
8,44.0,1,0.0,4,11,6,4.1
8,0.0,2,3.99,4,11,6,4.2
8,16.0,1,0.0,4,11,1,3.3
8,28.0,1,0.0,4,11,6,4.4
8,0.0,1,0.0,4,11,9,4.3
8,5.9,1,0.0,4,11,1,4.2
8,13.0,1,0.0,4,11,6,3.9
8,9.0,1,0.0,4,11,6,4.3
8,20.0,1,0.0,4,11,2,3.4
8,7.9,1,0.0,4,11,1,4.2
8,28.0,1,0.0,4,11,6,4.1
8,49.0,1,0.0,4,11,1,4.0
8,27.0,1,0.0,4,11,6,3.6
8,18.0,1,0.0,4,11,2,4.2
8,14.0,1,0.0,4,11,6,3.5
8,27.0,1,0.0,4,11,6,4.0
8,41.0,1,0.0,4,11,1,4.1
8,38.0,1,0.0,4,11,6,4.1
8,5.5,1,0.0,2,11,1,2.8
8,27.0,1,0.0,4,11,6,4.4
8,7.2,1,0.0,1,11,7,4.4
8,21.0,1,0.0,4,11,6,4.2
8,8.8,1,0.0,4,11,1,4.1
8,38.0,1,0.0,4,11,6,4.2
8,0.0,1,0.0,4,11,6,3.9
8,11.0,1,0.0,4,11,1,4.1
8,6.5,1,0.0,4,11,1,4.2
8,26.0,1,0.0,4,11,1,3.9
8,19.0,1,0.0,4,11,2,4.0
8,6.1,1,0.0,4,11,7,4.2
8,77.0,1,0.0,4,11,6,4.5
8,9.5,1,0.0,4,11,7,3.9
8,14.0,1,0.0,4,11,3,3.6
8,38.0,1,0.0,1,11,17,4.4
8,16.0,1,0.0,4,11,1,3.5
8,3.4,1,0.0,1,11,1,4.4
8,4.7,1,0.0,4,11,1,4.8
8,5.0,1,0.0,4,11,1,4.6
8,4.9,1,0.0,4,11,1,4.7
8,4.9,1,0.0,4,11,1,4.8
8,3.9,1,0.0,4,11,3,2.7
8,4.4,1,0.0,4,11,1,5.0
8,4.5,1,0.0,4,11,1,4.8
8,70.0,1,0.0,4,11,3,5.0
8,4.9,1,0.0,4,11,1,4.8
8,4.9,1,0.0,4,11,1,4.9
8,16.0,1,0.0,4,11,1,3.0
8,21.0,1,0.0,4,11,6,4.7
8,9.2,1,0.0,4,11,1,1.0
8,9.3,1,0.0,2,11,1,5.0
8,5.0,1,0.0,4,11,1,4.7
8,5.0,1,0.0,4,11,1,5.0
8,5.0,1,0.0,4,11,1,5.0
8,5.5,1,0.0,4,11,1,3.0
8,11.0,1,0.0,4,11,7,4.1
8,25.0,1,0.0,4,11,6,5.0
8,15.0,1,0.0,4,11,6,3.7
8,10.0,1,0.0,4,11,11,4.5
8,4.9,1,0.0,4,11,1,4.2
8,9.0,1,0.0,4,11,1,4.3
8,15.0,1,0.0,2,11,2,4.1
8,19.0,1,0.0,4,11,11,1.9
8,56.0,1,0.0,4,11,6,4.1
8,38.0,1,0.0,1,11,17,4.4
8,5.0,1,0.0,4,11,3,3.9
8,27.0,1,0.0,4,11,3,3.9
8,0.0,1,0.0,4,11,9,4.0
8,3.4,1,0.0,1,11,1,4.4
8,4.9,1,0.0,4,11,1,4.7
8,25.0,1,0.0,4,11,1,3.8
8,29.0,1,0.0,4,11,6,4.4
8,8.1,1,0.0,4,11,1,4.4
8,14.0,1,0.0,4,11,3,3.6
8,27.0,1,0.0,4,11,6,4.4
8,3.9,1,0.0,4,11,3,2.7
